PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
291856900,22155480,17,2022-09-24T21:30:00,Zone 2,N,,2,SEXUAL ASSAULT,3124.1 Sexual Assault / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,,,,,
292909651,22162256,20,2022-10-06T21:09:00,"3400 Block Clearfield St Pittsburgh, PA 15204",Y,Windgap,6,ENDANGER WELFARE OF CHILDREN,4304(a)(1) Endangering Welfare of Children.,2807,2,5,-80.0712986036992,40.4518062776022
292961825,22162597,6,2022-10-01T12:00:00,"1400 Block Locust St Pittsburgh, PA 15219",N,Bluff,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 4106 Access Device Fraud,103,6,3,-79.9854587006851,40.4360439740714
292971243,22162672,11,2022-10-07T14:48:00,"200 Block NW Prospect St Pittsburgh, PA 15211",Y,Mount Washington,3,IDENTITY THEFT,4120 Identity Theft,1914,2,5,-80.0104982390347,40.4285457427185
292975925,22162747,10,2022-10-07T16:50:00,"200 Block Bailey Ave Pittsburgh, PA 15211",Y,Mount Washington,3,HARRASSMENT,2709(a) Harassment.,1807,3,5,-80.0035124909594,40.4269732058939
292979846,22162879,0,2022-10-07T21:00:00,"300 Block Belonda St Pittsburgh, PA 15211",N,Mount Washington,3,99,9994 PFA Service,1914,2,5,-80.0112216183909,40.4298984926202
293010414,22163147,99,2022-10-08T08:15:00,"Southern Ave & Sandwich St Pittsburgh, PA 15211",N,Mount Washington,3,FOUND PROPERTY,9489 Found Property,1914,2,5,-80.0096494658963,40.4251644240528
293012109,22163162,99,2022-10-08T09:15:00,"Foster Sq Pittsburgh, PA 15212",N,Allegheny Center,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2204,7,2,-79.9626107628537,40.4707300039788
293023701,22163356,0,2022-10-08T16:51:00,"800 Block Freeport Rd Pittsburgh, PA 15238",N,Lincoln-Lemington-Belmar,5,99,3926.C1 THEFT OF SERVICES,1201,,,-79.853700672086,40.4983103405348
293025063,22163440,11,2022-10-08T19:40:00,"7th St & Penn Ave Pittsburgh, PA 15222",N,Central Business District,2,THEFT BY DECEPTION,3922 Theft by Deception.,201,6,6,-80.000262668607,40.44323848827
293025142,22163331,0,2022-10-08T16:04:00,"200 Block Reifert St Pittsburgh, PA 15210",Y,Central Business District,2,99,4914 False Identification to Law Enforcement Authorities / 5534(a) Aggravated Cruelty to Animals,201,3,5,-79.9921143140098,40.4081378138273
293025723,22163439,99,2022-10-08T19:37:00,"3600 Block Massachusetts Ave Pittsburgh, PA 15212",N,Brighton Heights,1,AIDED CASE,9497 Aided Case,2701,1,1,-80.0403592353601,40.4802760780899
293727240,22167520,14,2022-10-15T10:02:00,"600 Block Avery St Pittsburgh, PA 15212",N,East Allegheny,1,CRIM MISCHIEF,3304 Criminal Mischief.,2304,7,2,-79.9359882812368,40.4898836170024
293046684,22163735,27,2022-10-09T10:56:00,"3300 Block Forbes Ave Pittsburgh, PA 15213",N,South Oakland,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,409,3,3,-79.9630812696343,40.4371294554664
293075799,22164087,14,2022-10-10T02:32:00,"800 Block Boggs Ave Pittsburgh, PA 15211",Y,Mount Washington,3,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 5506 Loitering and Prowling at Night / 9501 Bench Warrant,1915,4,5,-80.0124149933919,40.4184977479424
293089868,22164144,6,2022-10-10T07:50:00,"20 Block Market St Pittsburgh, PA 15222",N,Central Business District,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,201,6,6,-80.0020026636299,40.4409453621515
293123392,22164324,0,2022-10-10T12:58:00,"2300 Block Beaufort Ave Pittsburgh, PA 15226",N,Brookline,6,99,9093 Indirect Criminal Contempt,1917,4,5,-80.0187512126266,40.3999970367927
293126539,22164416,6,2022-10-10T17:10:00,"100 Block Elmore St Pittsburgh, PA 15219",N,Middle Hill,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,501,,,-79.8621332272018,40.4285758019603
293142744,22164544,99,2022-10-10T21:17:00,"1700 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,MENTAL 201/302,9498 302 (Mental),2901,4,3,-79.9889644392146,40.3983994264045
293148074,22164651,14,2022-10-11T03:40:00,"Cedar Ave & Pressley St Pittsburgh, PA 15212",Y,Allegheny Center,1,INJURY/TAMP/FIRE APP-HYD-ETC,3503(b)(1)(ii) Defiant Trespass Notice Posted by Sign(s) / 13(a)(16) Possession of Controlled Substance / 9501 Bench Warrant / 4914 False Identification to Law Enforcement Authorities,2204,1,1,-80.001149033488,40.4516250056375
-3572010966,22164658,99,2022-10-11T05:15:00,"3200 Block Central Ave Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,AIDED CASE,9497 Aided Case,2715,1,1,-80.0273883588974,40.4752511144188
293904403,22169184,0,2022-10-19T11:00:00,"2000 Block Stonelea St Pittsburgh, PA 15212",N,Brighton Heights,1,99,9993 PFA Service with Weapons Supplement,2701,1,1,-80.0437083382451,40.4844886328188
294069031,22169795,0,2022-10-18T15:00:00,"1200 Block Ingham St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,9999 9999 - (Misc. Incident): misrepresentation of business address,2704,1,1,-80.0266554112661,40.4670047955341
294070725,22169868,27,2022-10-19T20:05:00,"Crosstown Blvd Ramp & Liberty Brg Ramp Pittsburgh, PA 15219",N,Bluff,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,103,,,,
294075747,22169892,17,2022-10-20T17:38:00,Zone 4,N,,4,SEXUAL ASSAULT,3124.1 Sexual Assault,,,,,
294081927,22169998,99,2022-10-20T20:56:00,"6200 Block Meadow St Pittsburgh, PA 15206",N,Larimer,5,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,1204,,,,
294191046,22170979,0,2022-10-22T15:00:00,"700 Block Hastings St Pittsburgh, PA 15206",N,Point Breeze,4,99,2709.1 Stalking Conduct or Repeatedly Acts Including Follows,1404,8,3,-79.91707095471,40.4470856403985
292494027,22159758,11,2022-10-02T11:30:00,"7100 Block Mc Pherson Blvd Pittsburgh, PA 15208",N,Point Breeze North,4,CREDIT CARDS,4106 Access Device Fraud / 4120 Identity Theft,1405,9,2,-79.9016578419878,40.4525302921803
293052441,22163435,27,2022-10-08T19:32:00,"100 Block S 18th St Pittsburgh, PA 15203",N,South Side Flats,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 3744 Duty to Give Information and Render Aid,1702,3,3,-79.9808361201944,40.4281392487418
293053705,22163842,6,2022-10-09T16:02:00,"200 Block Schenley Dr Pittsburgh, PA 15213",N,Squirrel Hill North,4,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",1401,8,3,-79.9370104615363,40.4397910716192
293055172,22159740,4,2022-10-02T10:41:00,"200 Block Wilbur St Pittsburgh, PA 15210",Y,Knoxville,3,AGG-ASSAULT,2702 Aggravated Assault.,3001,3,5,-79.9925986155206,40.4074431006746
293119745,22164326,99,2022-10-10T14:36:00,"100 Block Sandusky St S Pittsburgh, PA 15212",N,North Shore,1,AIDED CASE,9497 Aided Case,2205,1,6,-80.0018906795226,40.4483554483548
294063895,22169803,27,2022-10-20T15:11:00,"3100 Block Banksville Rd Pittsburgh, PA 15216",N,Banksville,6,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2023,2,5,-80.0434542351477,40.4010772517516
294117288,22170245,10,2022-10-21T08:30:00,"Centre Ave & Roberts St Pittsburgh, PA 15219",N,Crawford-Roberts,2,SIMPLE ASSAULT,2701 Simple Assault.,305,6,3,-79.9832568489046,40.4422084796673
-3477338937,22170778,3,2022-10-22T07:45:00,"2900 Block Harcum Way Pittsburgh, PA 15203",N,South Side Slopes,3,ROBBERY,3701 Robbery. / 3921 Theft by Unlawful Taking or Disposition.,1608,,,,
294187572,22170588,27,2022-10-21T21:13:00,"600 Block First Ave Pittsburgh, PA 15219",Y,Central Business District,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3111 Obedience to Traffic-Control Devices. / 3744 Duty to Give Information and Render Aid / 3335 Signals by Hand and Arm or Signal Lamps. / 3361  Driving Vehicle at Safe Speed.,201,6,6,-79.9960409452176,40.4350395659105
294188647,22170603,0,2022-10-21T21:30:00,"900 Block Penn Ave Pittsburgh, PA 15222",N,Central Business District,2,99,9999 9999 - (Misc. Incident): ,201,6,6,-79.9980468769971,40.4436186700538
293036844,22163595,0,2022-10-09T01:32:00,"20 Block Perry St Pittsburgh, PA 15219",N,Middle Hill,2,99,607.03 Discharging Firearm or Airgun / 8106 Shots Fired,501,6,3,-79.977960501604,40.4466025804254
293043639,22163688,21,2022-10-09T07:15:00,"Saw Mill Run Blvd & Woodruff St Pittsburgh, PA 15220",Y,Duquesne Heights,3,DUI - HIGHEST RATE OF ALCOHOL - BAC >= .16%,3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 3308 One-Way Roadways and Rotary Traffic Islands.,1911,2,5,-80.0199299522882,40.4258728267517
293047117,22163748,10,2022-10-09T11:40:00,"4700 Block Monongahela St Pittsburgh, PA 15207",Y,Greenfield,4,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1516,5,3,-79.9437525947838,40.4134989946425
293047262,22163787,11,2022-10-09T13:04:00,"2300 Block Saranac Ave Pittsburgh, PA 15216",Y,Beechview,6,THEFT BY DECEPTION,3922 Theft by Deception.,1920,4,5,-80.0272854529653,40.4026323239919
293047639,22163797,0,2022-10-09T13:27:00,"3300 Block W Carson St Pittsburgh, PA 15204",N,Esplen,6,99,9994 PFA Service,2017,2,5,-80.0513068290351,40.4621761181021
293048292,22163780,0,2022-10-09T12:51:00,"1400 Block Rockland Byp Pittsburgh, PA 15216",N,Beechview,6,99,9999 9999 - (Misc. Incident): ,1916,4,5,-80.0203864894071,40.4129931632341
293058281,22163924,27,2022-10-09T19:15:00,"1000 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2108,6,1,-80.0189379796765,40.4515271772804
293063779,22163952,6,2022-10-09T19:55:00,"500 Block Market St Pittsburgh, PA 15222",Y,Central Business District,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,201,6,6,-80.0020864900599,40.4414118012609
293071326,22161855,10,2022-10-06T03:20:00,"600 Block First Ave Pittsburgh, PA 15219",Y,Central Business District,2,SIMPLE ASSAULT,2701 Simple Assault.,103,6,6,-79.9960409452176,40.4350395659105
293072344,22164005,14,2022-10-09T22:12:00,"200 Block Mc Kinley St Pittsburgh, PA 15210",N,Knoxville,3,CRIM MISCHIEF,3304 Criminal Mischief.,3001,3,5,-79.9911514567107,40.4087545800782
293691743,22168125,99,2022-10-17T12:47:00,"3200 Block Central Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2715,1,1,-80.0273883588974,40.4752511144188
293906787,22169140,10,2022-10-19T07:30:00,"1400 Block Ingham St Pittsburgh, PA 15212",Y,Outside City,1,TERRORISTIC THREATS,2706 Terroristic Threats.,5599,1,1,-80.0310260407446,40.4647579180632
294011494,22169533,10,2022-10-20T00:25:00,"20 Block Nansen St Pittsburgh, PA 15207",Y,Hazelwood,4,TERRORISTIC THREATS,2706 Terroristic Threats. / 2709(a)(6) Harassment Communicates Repeatedly at Extreme Hours,1515,5,3,-79.938563010221,40.4127787657298
294142395,22170522,10,2022-10-21T19:05:00,"2400 Block Chauncey Dr Pittsburgh, PA 15219",Y,Bedford Dwellings,2,SIMPLE ASSAULT,2701 Simple Assault. / 2903 False Imprisonment.,509,6,3,-79.9746251357847,40.4498408057687
291776938,22154548,14,2022-09-22T10:15:00,"400 Block East Ohio St Pittsburgh, PA 15212",N,East Allegheny,1,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2304,1,1,-80.0015589134548,40.4534470594398
291799280,22154675,6,2022-09-23T12:14:00,"5500 Block Centre Ave Pittsburgh, PA 15232",Y,Shadyside,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,709,8,2,-79.9364516460773,40.4565706706801
291858018,22155474,10,2022-09-24T20:21:00,"2600 Block California Ave Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,SIMPLE ASSAULT,2706 Terroristic Threats. / 2701 Simple Assault. / 5505 Public Drunkenness / 5503 Disorderly Conduct.,2715,,,,
291887505,22155935,0,2022-09-25T18:27:00,"200 Block Oakbrook Cir Pittsburgh, PA 15220",Y,Westwood,6,99,9093 Indirect Criminal Contempt,2811,2,5,-80.0423735409231,40.4318799029429
292666950,22160841,6,2022-10-04T09:00:00,"2400 Block Mission St Pittsburgh, PA 15203",N,South Side Slopes,3,THEFT FROM AUTO,3934 Theft from Vehicle,1608,3,3,-79.9725069226633,40.4230054539348
292673487,22160916,0,2022-10-04T13:00:00,"2400 Block Saw Mill Run Blvd Pittsburgh, PA 15210",N,Overbrook,3,99,9994 PFA Service,3207,4,5,-79.9951515058078,40.3851656796478
292790433,22161524,6,2022-10-05T13:50:00,"400 Block N Highland Ave Pittsburgh, PA 15206",N,East Liberty,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1115,9,2,-79.9221749446935,40.4651657848127
293032922,22163532,17,2022-10-08T23:01:00,Zone 5,N,,5,SEXUAL ASSAULT,3124.1 Sexual Assault,,,,,
293043607,22163680,0,2022-10-09T07:49:00,"1700 Block Broadway Ave Pittsburgh, PA 15216",N,Beechview,6,99,9997 Overdose Death,1920,4,5,-80.0252843254653,40.4084793962549
293048731,22163792,6,2022-10-09T00:15:00,"23rd St Pittsburgh, PA 15222",N,Strip District,2,THEFT FROM AUTO,3934 Theft from Vehicle,203,7,6,-79.9835924363228,40.4545679251851
294067064,22169851,5,2022-10-20T16:00:00,"100 Block S 19th St Pittsburgh, PA 15203",N,South Side Flats,3,BURGLARY,3502 Burglary. / 3304 Criminal Mischief. / 901 Criminal Attempt,1702,3,3,-79.9794544619025,40.4281368118648
294069957,22169873,10,2022-10-19T12:30:00,"6400 Block 5th Ave Pittsburgh, PA 15206",N,Shadyside,4,TERRORISTIC THREATS,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 2706 Terroristic Threats.",708,8,3,-79.919662199506,40.4530480527918
294132207,22170379,0,2022-10-21T14:01:00,"2000 Block Centre Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,99,9993 PFA Service with Weapons Supplement,305,6,3,-79.9799824053927,40.4435889103074
294132944,22170381,0,2022-10-21T14:01:00,"2000 Block Centre Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,99,9994 PFA Service,305,6,3,-79.9799824053927,40.4435889103074
294136251,22170382,0,2022-10-21T14:01:00,"2000 Block Centre Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,99,9994 PFA Service,305,6,3,-79.9799824053927,40.4435889103074
294136357,22170386,0,2022-10-21T14:01:00,"2000 Block Centre Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,99,9994 PFA Service,305,6,3,-79.9799824053927,40.4435889103074
294171298,22170760,10,2022-10-22T06:15:00,"1800 Block Forbes Ave Pittsburgh, PA 15219",N,Bluff,2,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another",103,6,3,-79.9813236408135,40.4373720231649
292813319,22161705,99,2022-10-05T19:52:00,"1400 Block Washington Blvd Pittsburgh, PA 15206",N,Highland Park,5,DRUG INVESTIGATION,9124 Drug Investigation,1106,9,2,-79.9086166765251,40.4703056329977
292923972,22162348,0,2022-10-06T23:27:00,"Mt Vernon St & Sterrett St Pittsburgh, PA 15208",Y,Homewood North,5,99,627.02(b)(i) Possessing a small amount of marijuana / 3323 Stop Signs and Yield Signs.,1301,9,2,-79.8926897037146,40.4606382506742
292983812,22162944,0,2022-10-07T22:54:00,"300 Block N Braddock Ave Pittsburgh, PA 15208",N,Point Breeze North,4,99,3323 Stop Signs and Yield Signs. / 627.02(b)(i) Possessing a small amount of marijuana / 1301 Registration and Certificate of Title Required.,1405,9,2,-79.8928013971768,40.4496546331193
292984996,22162982,13,2022-10-07T23:57:00,"7700 Block Frankstown Ave Pittsburgh, PA 15221",Y,Homewood South,5,RECEIVING STOLEN PROPERTY,3925 Receiving Stolen Property. / 6106 Firearms not to be Carried without a License. / 627.02(b)(i) Possessing a small amount of marijuana,1304,9,2,-79.888065010824,40.455518725726
293225858,22164488,27,2022-10-10T19:00:00,"Louisa St & Coltart Ave Pittsburgh, PA 15213",N,Central Oakland,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,405,3,3,-79.9586280045362,40.4377433956824
293239375,22165093,15,2022-10-11T20:31:00,"200 Block East Ohio St Pittsburgh, PA 15212",N,Allegheny Center,1,FIREARMS NOT TO BE CARRIED WO LICENSE,6106 Firearms not to be Carried without a License. / 13(a)(31) Marijuana: Possession Small Amount / 13(a)(32) Paraphernalia - Use or Possession / 6110.2 Possesion of Firearm with Altered Mfg. Number / 1501 Drivers Required to be Licensed. / 4728 Display of Certificate of Inspection. / 6110.1 Possesion of Firearm by Minor,2204,,,,
293242910,22165124,21,2022-10-11T22:29:00,"100 Block E Station Square Dr E Pittsburgh, PA 15219",Y,South Shore,3,DUI - CONTROLLED SUBSTANCE - SCHEDULE I,3802(d)(1)(i) DUI - Controlled Substance - Schedule I / 3802(d)(2) DUI - Drug - Impaired Ability / 3745 Accidents Involving Damage to Unattended Veh.or Prop. / 1786 Required Financial Responsibility. / 1543 Driving While Operating Privilege is Suspended or Revoked.,1921,2,5,-80.0036478024497,40.4333960846227
-3633024123,22168397,6,2022-10-17T15:00:00,"100 Block Thackeray Ave Pittsburgh, PA 15213",N,North Oakland,4,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",403,8,3,-79.9565886892199,40.4431856199649
293839728,22168819,27,2022-10-18T16:04:00,"1600 Block W Carson St Pittsburgh, PA 15219",Y,South Shore,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 3744 Duty to Give Information and Render Aid,1921,2,5,-80.0213528738134,40.4421395488467
293841140,22168746,0,2022-10-18T14:19:00,"100 Block Redlyn St Pittsburgh, PA 15210",N,Knoxville,3,99,9999 9999 - (Misc. Incident): ,3001,3,5,-79.9914631271166,40.4135204056189
293909611,22169182,0,2022-10-10T12:00:00,"500 Block Grant St Pittsburgh, PA 15219",Y,Central Business District,2,99,2709(a)(5) Harassment Communicates Repeatedly in Anonymous Manner,201,6,6,-79.9958972105766,40.4396542222605
293926872,22169236,10,2022-10-19T12:54:00,"1000 Block Liberty Ave Pittsburgh, PA 15222",Y,Central Business District,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",201,6,6,-79.9946158625346,40.4434190143884
294136892,22170421,27,2022-10-21T16:30:00,"7100 Block Ross Garden Rd Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1201,9,2,-79.8947389671059,40.4717709618274
291720600,22153968,6,2022-09-22T05:30:00,Zone 4,N,,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 2709(a) Harassment. / 7512 Criminal Use of Communication / 3131(c)(2) Unlawful dissemination of intimate image -- Person depicted is NOT a minor (M2),,,,,
291757401,22154295,99,2022-09-22T19:30:00,"5400 Block Penn Ave Pittsburgh, PA 15206",N,Garfield,5,AIDED CASE,9497 Aided Case,1114,9,2,-79.9364169041137,40.4646627199602
291758242,22154255,27,2022-09-22T18:12:00,"5th Ave & June Way Pittsburgh, PA 15208",N,Larimer,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 3744 Duty to Give Information and Render Aid,1208,9,2,-79.9118932547324,40.454469868515
291760149,22154375,10,2022-09-22T22:00:00,"7100 Block Mt Vernon St Pittsburgh, PA 15208",N,Homewood North,5,HARRASSMENT,2709(a) Harassment.,1302,9,2,-79.8974193659496,40.4618616016294
292498631,22159842,6,2022-10-02T14:15:00,"600 Block Smithfield St Pittsburgh, PA 15222",Y,Central Business District,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 4106 Access Device Fraud / 9501 Bench Warrant,201,6,6,-79.9974088316752,40.4415332222525
292502775,22159906,3,2022-10-02T16:19:00,"Brighton Rd & Goe Ave Pittsburgh, PA 15212",N,Brighton Heights,1,ROBBERY,3701 Robbery.,2701,1,1,-80.035617090747,40.4836803730902
292504891,22159933,27,2022-10-02T15:25:00,"40th St & Butler St Pittsburgh, PA 15201",N,Lower Lawrenceville,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 3744 Duty to Give Information and Render Aid,603,7,2,-79.9622939866172,40.4687151264331
292537603,22160181,6,2022-10-03T05:36:00,"1300 Block Orchlee St Pittsburgh, PA 15212",N,Brighton Heights,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2701,1,1,-80.0351904976863,40.4824004303489
293107257,22164246,6,2022-10-08T13:00:00,"200 Block Melwood Ave Pittsburgh, PA 15213",N,North Oakland,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,507,8,3,-79.9497795440501,40.450131019421
293112634,22164261,0,2022-10-10T00:01:00,"2000 Block Tustin St Pittsburgh, PA 15219",N,Bluff,2,99,9999 9999 - (Misc. Incident): ,103,6,3,-79.9776666492659,40.4367716395711
293120830,22164351,14,2022-10-09T21:00:00,"300 Block Mc Kinley St Pittsburgh, PA 15210",N,Knoxville,3,CRIM MISCHIEF,3304 Criminal Mischief.,3001,3,5,-79.9939695690564,40.4091024532724
